code,name,enname,pct_chg_exact,limit_up_count,up_count,up_true_count,limit_up_used,open,high,low,close,pre_close,change,amplitude,vol,amount,sector,turnover_rate,volume_ratio,ma_3,pct_chg_3,ma_5,pct_chg_5,ma_10,pct_chg_10
000002,万科A,"China Vanke Co.,Ltd.",6.07,0,3,2,False,27.3,28.65,27.3,28.65,27.01,1.64,5.0,1368032.57,3856258.081,SZ,1.4081,2.65,27.47,7.5,27.16,8.44,26.75,8.61
000006,深振业A,"Shenzhen Zhenye(Group) Co.,Ltd.",1.56,0,2,0,False,5.12,5.22,5.08,5.2,5.12,0.08,2.73,63296.29,32707.286,SZ,0.4694,1.61,5.14,1.56,5.14,2.36,5.11,1.17
000008,神州高铁,"China High Speed Railway Technology Co., Ltd.",2.34,0,2,2,False,3.44,3.53,3.44,3.5,3.42,0.08,2.63,237752.63,82806.798,SZ,0.9166,1.62,3.44,2.34,3.43,5.11,3.39,3.86
000019,深粮控股,"SHENZHEN CEREALS HOLDINGS CO.,LTD.",0.68,0,2,3,False,5.85,5.88,5.77,5.88,5.84,0.04,1.88,23062.03,13465.05,SZ,0.5545,1.16,5.85,0.0,5.88,0.51,5.87,0.17
000030,富奥股份,FAWER Automotive Parts Limited Company,0.67,0,2,2,False,4.48,4.5,4.41,4.5,4.47,0.03,2.01,14045.5,6271.618,SZ,0.0798,0.77,4.48,0.0,4.5,-1.53,4.52,1.12
000031,大悦城,"Grandjoy Holdings Group Co.,Ltd.",0.14,0,2,0,False,7.12,7.37,7.11,7.16,7.15,0.01,3.64,181440.72,131421.842,SZ,1.0004,2.37,7.15,0.0,7.16,2.87,7.05,3.62
000036,华联控股,China Union Holdings Ltd.,3.42,0,2,2,False,3.81,3.96,3.78,3.93,3.8,0.13,4.74,92704.75,36115.737,SZ,0.6285,2.62,3.83,4.24,3.82,2.88,3.82,1.03
000042,中洲控股,"SHENZHEN CENTRALCON INVESTMENT HOLDING CO., LTD",3.73,0,2,4,False,10.0,10.33,9.93,10.3,9.93,0.37,4.03,32061.24,32611.81,SZ,0.4842,2.67,10.02,2.79,10.01,5.32,9.87,7.07
000060,中金岭南,Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd.,2.8,0,2,0,False,3.91,4.06,3.91,4.04,3.93,0.11,3.82,247943.62,99481.493,SZ,0.6949,2.63,3.96,3.32,3.94,3.86,3.91,2.8
000065,北方国际,NORINCO International Cooperation Ltd.,2.0,0,2,0,False,7.96,8.2,7.93,8.17,8.01,0.16,3.37,30529.53,24770.949,SZ,0.4854,1.87,8.04,2.77,8.03,3.68,8.0,1.11
000090,天健集团,"Shenzhen Tagen Group Co., Ltd.",0.79,0,3,0,False,5.09,5.15,5.06,5.13,5.09,0.04,1.77,58700.81,30007.611,SZ,0.3142,1.19,5.09,1.58,5.08,1.18,5.07,1.58
000096,广聚能源,"Shenzhen Guangju Energy Co.,Ltd.",2.33,0,3,0,False,9.8,10.38,9.51,10.1,9.87,0.23,8.81,23730.92,23818.974,SZ,0.4645,1.93,9.83,6.2,9.75,5.76,9.69,5.32
000151,中成股份,China National Complete Plant Import & Export Corporation Limited,0.93,0,3,2,False,9.72,9.83,9.66,9.79,9.7,0.09,1.75,24775.84,24202.994,SZ,0.9295,1.24,9.72,1.35,9.72,0.41,9.71,5.16
000159,国际实业,"Xinjiang International Industry Co.,Ltd",0.9,0,3,0,False,5.56,5.8,5.41,5.61,5.56,0.05,7.01,128074.16,71807.667,SZ,2.6644,1.54,5.57,2.75,5.55,4.28,5.51,-5.08
000301,东方盛虹,"Jiangsu Eastern Shenghong Co.,Ltd.",0.6,0,3,3,False,5.0,5.01,4.96,5.01,4.98,0.03,1.0,35176.94,17543.71,SZ,0.2888,0.84,4.99,1.21,4.99,1.01,4.99,-0.2
000338,潍柴动力,"Weichai Power Co.,Ltd.",4.61,0,2,1,False,13.04,13.44,13.0,13.38,12.79,0.59,3.44,1053663.34,1399279.45,SZ,2.4821,2.06,12.97,4.69,12.95,2.37,12.82,5.44
000401,冀东水泥,"Tangshan Jidong Cement Co.,Ltd.",5.26,0,2,0,False,14.46,15.24,14.46,15.22,14.46,0.76,5.39,508651.08,764677.317,SZ,3.7756,2.09,14.68,4.68,14.67,7.18,14.39,11.83
000415,渤海租赁,"Bohai Leasing Co.,Ltd.",1.72,0,3,0,False,3.48,3.54,3.45,3.54,3.48,0.06,2.59,180005.19,63154.653,SZ,0.5074,1.68,3.49,2.61,3.48,2.91,3.46,1.72
000417,合肥百货,"Hefei Department Store Group Co.,Ltd",1.41,0,2,2,False,4.28,4.33,4.26,4.33,4.27,0.06,1.64,15679.19,6750.091,SZ,0.2013,1.36,4.29,1.41,4.28,1.64,4.28,-0.23
000426,兴业矿业,"Inner Mongolia Xingye Mining Co.,Ltd",2.13,0,3,2,False,4.24,4.36,4.21,4.32,4.23,0.09,3.55,125558.45,53964.279,SZ,0.9666,1.25,4.26,2.61,4.24,4.35,4.23,0.93
000429,粤高速A,"Guangdong Provincial Expressway Development Co.,Ltd.",0.5,0,2,0,False,7.98,8.02,7.93,8.02,7.98,0.04,1.13,14592.12,11655.27,SZ,0.112,1.2,7.99,0.38,7.99,0.25,7.99,-0.12
000498,山东路桥,"Shandong Hi-Speed Road&Bridge Co.,Ltd.",2.44,0,2,0,False,4.5,4.61,4.47,4.61,4.5,0.11,3.11,65887.42,30098.526,SZ,0.5882,2.79,4.53,2.9,4.52,2.67,4.52,1.99
000501,鄂武商A,"Wuhan Department Store Group Co., Ltd.",1.32,0,3,0,False,10.6,10.76,10.5,10.75,10.61,0.14,2.45,39785.63,42517.026,SZ,0.5182,1.9,10.64,2.97,10.56,3.97,10.43,4.07
000507,珠海港,"Zhuhai Port Co., Ltd",1.49,0,2,0,False,6.0,6.2,5.98,6.12,6.03,0.09,3.65,163020.18,99472.23,SZ,2.1113,1.59,6.02,3.55,6.0,2.34,5.94,6.07
000517,荣安地产,"Rongan Property Co., Ltd.",2.71,0,2,0,False,2.57,2.77,2.56,2.65,2.58,0.07,8.14,229788.09,61323.623,SZ,0.757,3.71,2.59,3.92,2.58,4.74,2.56,3.52
000528,柳工,"Guangxi Liugong Machinery Co.,Ltd.",3.81,0,3,0,False,6.26,6.54,6.25,6.54,6.3,0.24,4.6,377196.28,243583.707,SZ,2.5789,4.25,6.36,5.14,6.31,5.14,6.27,4.14
000530,大冷股份,"Dalian Refrigeration Co., Ltd.",0.82,0,2,0,False,3.65,3.69,3.6,3.68,3.65,0.03,2.47,27845.95,10172.922,SZ,0.4658,1.08,3.66,1.1,3.66,1.1,3.64,0.55
000534,万泽股份,"Wedge Industrial Co.,Ltd.",0.34,0,3,1,False,9.0,9.06,8.85,8.98,8.95,0.03,2.35,15800.99,14199.469,SZ,0.3216,0.68,8.95,2.05,8.95,2.98,8.8,6.78
000543,皖能电力,An Hui Wenergy Company Limited,1.51,0,7,3,False,4.65,4.73,4.63,4.71,4.64,0.07,2.16,108279.05,50875.85,SZ,0.6048,1.2,4.66,3.06,4.62,4.9,4.55,4.43
000552,靖远煤电,"Gansu Jingyuan Coal Industry and Electricity Power Co.,Ltd",4.38,0,3,0,False,2.51,2.64,2.5,2.62,2.51,0.11,5.58,292605.23,75769.471,SZ,1.2813,3.07,2.53,7.82,2.49,8.71,2.45,8.71
000553,安道麦A,ADAMA Ltd.,2.17,0,4,0,False,9.68,9.96,9.66,9.89,9.68,0.21,3.1,38514.67,38013.716,SZ,0.8219,1.65,9.75,2.49,9.7,2.59,9.66,6.57
000554,泰山石油,"SINOPEC Shandong Taishan Petroleum CO.,LTD",1.08,0,3,0,False,4.62,4.73,4.61,4.7,4.65,0.05,2.58,46544.07,21805.686,SZ,1.2834,1.65,4.66,2.84,4.63,3.07,4.6,1.73
000559,万向钱潮,"Wanxiang Qianchao Co.,Ltd.",0.39,0,3,0,False,5.1,5.13,5.06,5.12,5.1,0.02,1.37,27937.23,14256.147,SZ,0.1015,0.88,5.1,1.19,5.1,0.39,5.1,-1.16
000560,我爱我家,"5I5J Holding Group Co., Ltd.",2.24,0,2,2,False,4.49,4.65,4.44,4.57,4.47,0.1,4.7,230390.8,104734.221,SZ,1.2816,1.6,4.46,3.16,4.42,7.53,4.34,8.55
000561,烽火电子,"Shaanxi Fenghuo Electronics Co., Ltd.",1.06,0,3,0,False,6.57,6.85,6.52,6.68,6.61,0.07,4.99,147644.88,98862.641,SZ,2.4752,3.41,6.5,9.51,6.36,9.33,6.24,7.22
000564,供销大集,"Ccoop Group Co., Ltd",0.45,0,3,0,False,2.22,2.26,2.2,2.24,2.23,0.01,2.69,162870.12,36288.047,SZ,0.812,1.33,2.22,4.19,2.2,4.19,2.18,3.23
000581,威孚高科,"Weifu High-Technology Group Co.,Ltd.",4.01,0,2,0,False,17.91,18.73,17.81,18.68,17.96,0.72,5.12,147957.19,272582.578,SZ,1.7688,1.33,18.16,4.71,18.02,8.1,17.66,7.79
000609,中迪投资,"Beijing Zodi Investment Co., Ltd.",9.96,3,6,6,False,5.85,5.85,5.79,5.85,5.32,0.53,1.13,405394.39,237142.143,SZ,13.8846,10.9,5.34,32.95,4.95,37.97,4.61,37.0
000620,新华联,"MACROLINK CULTURALTAINMENT DEVELOPMENT CO., LTD.",3.15,0,2,0,False,4.73,4.97,4.72,4.91,4.76,0.15,5.25,143007.41,69856.724,SZ,0.754,1.33,4.77,3.15,4.78,-0.81,4.86,-2.19
000630,铜陵有色,"Tongling Nonferrous Metals Group Co.,Ltd",2.35,0,2,0,False,2.13,2.19,2.12,2.18,2.13,0.05,3.29,620089.46,134458.23,SZ,0.6486,2.98,2.14,2.83,2.14,3.32,2.13,1.87
000635,英力特,"Ningxia Younglight Chemicals Co.,Ltd",1.37,0,2,2,False,7.33,7.43,7.28,7.41,7.31,0.1,2.05,16858.26,12416.588,SZ,0.5562,1.39,7.32,2.49,7.3,2.49,7.26,3.2
000637,茂化实华,"Maoming Petro-Chemical Shihua Co., Ltd.",0.72,0,2,2,False,4.17,4.18,4.13,4.17,4.14,0.03,1.21,30003.0,12481.23,SZ,0.8186,1.38,4.14,0.72,4.15,1.96,4.13,1.46
000655,金岭矿业,"Shandong Jinling Mining Co., Ltd.",3.83,0,2,1,False,5.24,5.5,5.24,5.42,5.22,0.2,4.98,201718.01,108851.388,SZ,3.3883,4.09,5.27,4.84,5.23,5.65,5.16,7.54
000680,山推股份,"Shantui Construction Machinery Co.,Ltd.",1.15,0,2,0,False,3.45,3.57,3.38,3.52,3.48,0.04,5.46,380259.43,132779.493,SZ,3.5978,3.01,3.42,7.65,3.37,6.99,3.33,6.67
000683,远兴能源,Inner Mongolia Yuan Xing Energy Company Limited,2.78,0,2,0,False,2.16,2.24,2.16,2.22,2.16,0.06,3.7,390171.97,86211.742,SZ,1.1026,2.04,2.17,3.26,2.17,3.74,2.17,-1.77
000688,国城矿业,"Guocheng Mining Co.,Ltd",3.14,0,5,0,False,11.13,11.6,10.97,11.48,11.13,0.35,5.66,89208.39,102403.282,SZ,0.7844,1.22,11.12,8.1,10.88,14.57,10.58,7.89
000690,宝新能源,"Guangdong Baolihua New Energy Stock Co.,Ltd.",0.35,0,3,0,False,5.63,5.71,5.63,5.69,5.67,0.02,1.41,35580.18,20207.835,SZ,0.1707,0.99,5.67,0.71,5.68,0.53,5.67,-0.18
000698,沈阳化工,"Shenyang Chemical Industry Co.,Ltd",1.25,0,2,0,False,3.19,3.25,3.17,3.23,3.19,0.04,2.51,43484.0,14015.275,SZ,0.5535,1.55,3.2,1.25,3.2,1.57,3.19,1.25
000703,恒逸石化,"Hengyi Petrochemical Co., Ltd",1.85,0,2,0,False,12.89,13.2,12.72,13.2,12.96,0.24,3.7,110125.01,142209.349,SZ,0.4824,0.7,12.96,2.25,12.94,2.72,13.12,-5.1
000709,河钢股份,HBIS Company Limited,4.45,0,3,0,False,2.47,2.58,2.46,2.58,2.47,0.11,4.86,704275.83,179620.825,SZ,0.6634,2.82,2.5,7.05,2.46,7.95,2.42,6.61
000711,京蓝科技,"Kingland Technology Co.,Ltd.",1.34,0,10,0,False,5.18,5.39,5.16,5.3,5.23,0.07,4.4,144856.6,76552.575,SZ,1.8502,0.62,5.24,3.72,5.18,7.94,4.93,18.3
000717,韶钢松山,"SGIS Songshan Co.,Ltd.",10.12,1,2,1,False,4.47,4.68,4.44,4.68,4.25,0.43,5.65,750089.3,345089.479,SZ,3.1002,0.96,4.29,19.08,4.13,24.8,3.83,35.65
000720,新能泰山,"Shandong Xinneng Taishan Power Generation Co.,Ltd.",0.91,0,3,0,False,5.48,5.57,5.34,5.53,5.48,0.05,4.2,146302.73,80199.093,SZ,1.6944,0.87,5.48,2.41,5.46,4.93,5.55,-6.59
000721,西安饮食,"Xi'An Catering Co.,Ltd.",0.53,0,3,0,False,3.74,3.77,3.69,3.76,3.74,0.02,2.14,18626.8,6955.353,SZ,0.4274,0.8,3.74,1.08,3.74,3.3,3.72,1.35
000723,美锦能源,"Shanxi Meijin Energy Co.,Ltd.",0.73,0,3,1,False,8.33,8.47,8.16,8.3,8.24,0.06,3.76,686853.91,571083.717,SZ,1.819,1.23,8.22,4.93,8.12,6.96,7.92,6.27
000728,国元证券,Guoyuan Securities Company Limited,0.61,0,3,0,False,8.22,8.3,8.19,8.28,8.23,0.05,1.34,63221.32,52166.874,SZ,0.2146,1.13,8.24,1.1,8.24,0.85,8.22,0.22
000731,四川美丰,"Sichuan Meifeng Chemical Industry Co., Ltd.",0.6,0,2,1,False,5.06,5.07,5.0,5.07,5.04,0.03,1.39,17361.45,8758.709,SZ,0.2935,0.79,5.05,0.8,5.04,2.22,4.98,2.42
000732,泰禾集团,"Tahoe Group Co., Ltd",6.61,0,3,0,True,5.6,6.16,5.6,5.97,5.6,0.37,10.0,680240.14,401657.757,SZ,2.7362,5.82,5.7,8.55,5.63,7.76,5.58,6.99
000751,锌业股份,"Huludao Zinc Industry Co.,Ltd.",2.33,0,2,0,False,3.01,3.11,3.01,3.08,3.01,0.07,3.32,113944.91,35025.442,SZ,0.8082,2.27,3.03,2.33,3.02,3.36,3.0,3.01
000761,本钢板材,"Bengang Steel Plates Co.,Ltd",4.49,0,3,0,False,3.55,3.77,3.55,3.72,3.56,0.16,6.18,113264.31,41873.126,SZ,0.3259,6.6,3.6,6.29,3.57,5.08,3.53,8.77
000776,广发证券,"GF Securities Co., Ltd.",1.13,0,2,0,False,13.25,13.42,13.18,13.42,13.27,0.15,1.81,164880.23,219592.247,SZ,0.2785,1.19,13.31,1.36,13.32,0.68,13.32,0.15
000786,北新建材,Beijing New Building Materials Public Limited Company,3.21,0,2,2,False,21.9,23.1,21.8,22.54,21.84,0.7,5.95,173010.09,392023.714,SZ,1.024,2.22,22.02,3.44,21.93,5.82,21.43,10.44
000789,万年青,"Jiangxi Wannianqing Cement Co., Ltd.",4.71,0,2,2,False,10.33,10.69,10.32,10.68,10.2,0.48,3.63,695974.37,733546.013,SZ,8.7285,2.63,10.34,4.81,10.28,11.02,9.97,10.79
000807,云铝股份,"Yunnan Aluminium Co.,Ltd.",6.29,0,2,0,False,4.45,4.73,4.45,4.73,4.45,0.28,6.29,675607.14,314172.932,SZ,2.5918,4.8,4.54,6.05,4.5,7.74,4.46,7.26
000811,冰轮环境,"Moon Environment Technology Co.,Ltd.",1.04,0,3,1,False,6.75,6.79,6.66,6.79,6.72,0.07,1.93,51689.72,34747.881,SZ,0.6931,1.67,6.72,2.11,6.72,1.95,6.72,-5.56
000818,航锦科技,"Hangjin Technology Co., Ltd.",0.81,0,3,0,False,9.84,10.07,9.75,9.92,9.84,0.08,3.25,118199.85,117530.538,SZ,1.7433,0.76,9.86,2.06,9.86,3.33,9.6,10.47
000821,京山轻机,"J.S. Corrugating Machinery Co.,Ltd.",1.3,0,3,0,False,6.13,6.25,6.1,6.23,6.15,0.08,2.44,33063.01,20470.949,SZ,0.7316,1.45,6.17,1.96,6.16,2.81,6.17,-0.48
000825,太钢不锈,"Shanxi Taigang Stainless Steel Co.,Ltd",3.8,0,3,1,False,3.97,4.15,3.96,4.1,3.95,0.15,4.81,680189.84,276398.075,SZ,1.1941,3.59,3.99,6.49,3.94,5.4,3.88,8.18
000830,鲁西化工,"Luxi Chemical Group Co.,Ltd.",5.0,0,3,0,False,9.2,9.67,9.16,9.66,9.2,0.46,5.54,363918.78,345620.701,SZ,2.4856,3.33,9.34,5.81,9.29,4.09,9.22,6.04
000833,粤桂股份,"Guangxi Yuegui Guangye Holdings Co., Ltd.",1.69,0,2,0,False,4.73,4.81,4.72,4.81,4.73,0.08,1.9,18967.0,9066.583,SZ,0.5017,1.14,4.75,1.05,4.75,3.0,4.74,0.0
000835,长城动漫,"Great Wall International Acg Co., Ltd.",9.96,5,6,4,False,4.86,5.3,4.34,5.3,4.82,0.48,19.92,751925.19,363703.62,SZ,24.8246,2.8,4.83,33.17,4.42,61.09,3.82,66.14
000839,中信国安,"CITIC Guoan Information Industry Co.,Ltd",0.3,0,2,2,False,3.38,3.39,3.32,3.37,3.36,0.01,2.08,125955.37,42239.711,SZ,0.3214,0.85,3.36,0.3,3.37,1.81,3.33,0.3
000859,国风塑业,"Anhui Guofeng Plastic Industry Co.,Ltd.",0.39,0,2,0,False,5.0,5.21,4.6,5.11,5.09,0.02,11.98,966255.33,475870.148,SZ,13.0696,0.98,5.05,0.0,5.01,16.93,4.54,29.37
000875,吉电股份,"Jilin Electric Power Co.,Ltd.",0.31,0,2,0,False,3.18,3.2,3.16,3.19,3.18,0.01,1.26,107237.5,34097.475,SZ,0.5487,1.0,3.18,-0.62,3.19,0.0,3.18,1.27
000878,云南铜业,"Yunnan Copper Co.,Ltd.",4.8,0,2,0,False,10.59,11.26,10.58,11.13,10.62,0.51,6.4,260275.99,286402.179,SZ,1.8376,2.66,10.78,4.61,10.75,4.7,10.75,1.37
000887,中鼎股份,"Anhui Zhongding Sealing Parts Co.,Ltd.",1.73,0,2,0,False,8.1,8.28,7.98,8.24,8.1,0.14,3.7,71936.07,58741.126,SZ,0.5906,1.5,8.09,3.26,8.07,2.36,8.09,4.97
000898,鞍钢股份,Angang Steel Company Limited,3.86,0,7,1,False,3.12,3.29,3.11,3.23,3.11,0.12,5.79,578980.24,186512.146,SZ,0.7243,2.74,3.14,8.75,3.07,10.62,2.98,10.24
000899,赣能股份,"Jiangxi Ganneng Co.,Ltd",0.84,0,3,0,False,4.75,4.8,4.7,4.8,4.76,0.04,2.1,32130.47,15311.336,SZ,0.3293,1.69,4.75,4.58,4.7,3.9,4.67,2.56
000902,新洋丰,"Xinyangfeng Agricultural Technology Co., Ltd.",3.18,0,2,0,False,7.83,8.11,7.83,8.11,7.86,0.25,3.56,121087.12,96874.298,SZ,1.0319,1.42,7.89,4.65,7.85,4.92,7.82,2.79
000903,云内动力,"Kunming Yunnei Power Co.,Ltd",1.65,0,2,0,False,2.42,2.46,2.42,2.46,2.42,0.04,1.65,53023.15,12942.982,SZ,0.3,1.53,2.43,2.07,2.42,2.5,2.42,0.0
000910,大亚圣象,"Dare Power Dekor Home Co.,Ltd.",3.31,0,2,0,False,11.92,13.13,11.8,12.5,12.1,0.4,10.99,195913.63,242463.291,SZ,3.6273,2.06,12.15,4.43,12.08,6.75,11.72,10.72
000920,南方汇通,"South Huiton Co.,Ltd",2.64,0,2,0,False,6.41,6.62,6.35,6.6,6.43,0.17,4.2,19781.01,12842.341,SZ,0.469,2.57,6.46,3.61,6.43,5.43,6.39,1.38
000922,佳电股份,"Harbin Electric Corporation Jiamusi Electric Machine Co.,Ltd",2.93,0,3,0,False,7.17,7.39,7.1,7.38,7.17,0.21,4.04,71191.61,51728.515,SZ,1.467,2.59,7.21,4.53,7.17,5.43,7.1,4.83
000927,一汽夏利,"Tianjin FAW Xiali Automobile Co.,Ltd.",0.58,0,3,3,False,3.44,3.48,3.41,3.45,3.43,0.02,2.04,95031.62,32731.849,SZ,0.5957,1.17,3.41,3.92,3.38,3.6,3.37,2.68
000928,中钢国际,"Sinosteel Engineering & Technology Co., Ltd.",3.3,0,2,0,False,4.54,4.7,4.49,4.69,4.54,0.15,4.63,83248.4,38634.737,SZ,1.1202,2.1,4.57,3.99,4.56,5.16,4.54,1.96
000932,华菱钢铁,"Hunan Valin Steel Co., Ltd.",8.02,0,2,1,False,4.6,4.93,4.6,4.85,4.49,0.36,7.35,1910489.91,916418.06,SZ,4.5256,2.75,4.58,10.23,4.5,10.73,4.35,17.43
000937,冀中能源,"Jizhong Energy Resources Co.,Ltd.",3.46,0,2,0,False,3.47,3.6,3.46,3.59,3.47,0.12,4.03,193656.25,68979.002,SZ,0.6663,2.77,3.5,4.36,3.47,5.59,3.44,3.76
000959,首钢股份,"Beijing Shougang Co., Ltd.",5.7,0,3,0,True,3.51,3.86,3.49,3.71,3.51,0.2,10.54,492569.86,180961.444,SZ,0.974,6.84,3.55,9.44,3.49,9.76,3.42,11.08
000965,天保基建,"Tianjin Tianbao Infrastructure Co.,Ltd.",1.32,0,2,0,False,3.03,3.08,3.03,3.08,3.04,0.04,1.64,42926.33,13158.003,SZ,0.3868,1.36,3.05,1.99,3.04,1.32,3.05,-0.65
000969,安泰科技,"Advanced Technology & Materials Co., Ltd.",1.16,0,2,1,False,6.05,6.13,5.98,6.08,6.01,0.07,2.5,46079.7,27972.019,SZ,0.4604,0.97,6.03,-1.14,6.07,0.33,6.05,-0.65
000983,西山煤电,"Shanxi Xishan Coal and Electricity Power Co.,Ltd",2.77,0,6,1,False,5.83,5.95,5.8,5.94,5.78,0.16,2.6,323677.79,190966.735,SZ,1.0272,3.04,5.82,4.58,5.76,6.64,5.66,6.64
001696,宗申动力,"Chongqing Zongshen Power Machinery Co.,Ltd",1.35,0,2,2,False,5.21,5.26,5.13,5.26,5.19,0.07,2.5,58608.07,30499.561,SZ,0.6576,1.38,5.21,1.15,5.22,1.54,5.21,-0.38
001896,豫能控股,"Henan Yuneng Holdings Co.,Ltd.",10.03,1,3,2,False,3.39,3.62,3.36,3.62,3.29,0.33,7.9,145795.69,52237.864,SZ,1.5685,3.18,3.4,11.04,3.35,11.73,3.3,10.7
002003,伟星股份,"Zhejiang Weixing Industrial Development Co., Ltd.",1.52,0,2,1,False,5.93,6.01,5.88,6.01,5.92,0.09,2.2,20717.6,12357.985,SZ,0.3189,1.64,5.93,2.04,5.92,2.04,5.9,3.44
002015,协鑫能科,"GCL Energy Technology Co.,Ltd.",0.53,0,2,0,False,5.62,5.7,5.56,5.68,5.65,0.03,2.48,26606.3,14969.923,SZ,0.664,1.36,5.65,0.71,5.64,2.34,5.56,2.53
002025,航天电器,"Guizhou Space Appliance Co.,Ltd.",0.48,0,2,0,False,25.15,25.53,24.79,25.27,25.15,0.12,2.94,33883.14,85441.635,SZ,0.79,1.11,25.17,0.16,25.24,0.76,24.98,3.4
002029,七匹狼,"Fujian Septwolves Industry Co.,Ltd.",1.81,0,2,1,False,5.55,5.65,5.52,5.64,5.54,0.1,2.35,40549.0,22679.435,SZ,0.5448,2.34,5.57,1.99,5.56,1.99,5.56,1.08
002039,黔源电力,"Guizhou Qianyuan Power Co.,Ltd.",2.26,0,3,1,False,14.7,14.95,14.58,14.94,14.61,0.33,2.53,36064.73,53384.431,SZ,1.1809,1.89,14.61,4.77,14.47,4.62,14.38,3.75
002040,南京港,"Nanjing Port Co., Ltd.",2.22,0,2,1,False,6.78,6.91,6.71,6.9,6.75,0.15,2.96,31168.99,21303.4,SZ,0.7816,2.06,6.79,2.07,6.79,2.53,6.8,1.47
002042,华孚时尚,"Huafu Fashion Co., Ltd.",2.78,0,3,0,False,6.12,6.29,6.03,6.29,6.12,0.17,4.25,49247.71,30384.548,SZ,0.3244,1.88,6.16,4.31,6.11,3.8,6.11,3.45
002043,兔宝宝,"Dehua TB New Decoration Material Co.,Ltd.",2.31,0,2,2,False,6.6,6.92,6.51,6.64,6.49,0.15,6.32,315587.92,212110.076,SZ,4.2502,1.29,6.45,6.41,6.36,8.67,6.06,22.96
002051,中工国际,"China CAMC Engineering Co.,Ltd.",2.47,0,2,0,False,8.91,9.17,8.86,9.13,8.91,0.22,3.48,83070.9,75439.125,SZ,0.7476,2.47,8.97,2.58,8.97,2.58,8.97,1.0
002071,长城影视,"Great Wall Movie and Television Co.,Ltd.",2.3,0,6,0,False,2.96,3.2,2.82,3.11,3.04,0.07,12.5,258542.69,77762.227,SZ,4.9561,2.04,3.04,9.51,2.95,14.34,2.83,15.61
002074,国轩高科,"Guoxuan High-Tech Co.,Ltd.",1.43,0,2,0,False,11.84,12.09,11.77,12.07,11.9,0.17,2.69,87459.97,104667.711,SZ,0.8645,0.8,11.94,1.0,11.98,3.87,11.95,-1.31
002075,沙钢股份,"Jiangsu Shagang Co.,Ltd.",6.39,0,2,1,False,6.46,6.95,6.46,6.83,6.42,0.41,7.63,407844.63,275412.826,SZ,1.8482,2.9,6.54,4.75,6.56,5.89,6.53,1.79
002083,孚日股份,"Sunvim Group Co.,Ltd.",0.17,0,2,1,False,5.95,6.0,5.91,5.95,5.94,0.01,1.52,88698.25,52851.603,SZ,1.0118,1.11,5.93,-1.49,6.0,-2.78,6.16,-5.1
002084,海鸥住工,"Guangzhou Seagull Kitchen and Bath Products Co., Ltd.",5.15,0,2,0,False,5.96,6.34,5.87,6.33,6.02,0.31,7.81,181871.99,112260.796,SZ,3.7071,1.95,6.1,4.98,6.1,3.6,6.2,-4.38
002087,新野纺织,"Henan Xinye Textile Co.,Ltd.",1.45,0,2,0,False,3.45,3.51,3.43,3.5,3.45,0.05,2.32,147479.71,51343.411,SZ,1.8082,0.68,3.46,1.74,3.47,-0.57,3.54,-6.17
002091,江苏国泰,"Jiangsu Guotai International Group Co., Ltd.",1.64,0,2,0,False,5.48,5.58,5.48,5.58,5.49,0.09,1.82,70287.45,38998.637,SZ,0.7228,1.92,5.49,2.57,5.48,3.33,5.44,4.49
002092,中泰化学,"XINJIANG ZHONGTAI CHEMICAL CO.,LTD",3.24,0,3,0,False,6.46,6.72,6.46,6.69,6.48,0.21,4.01,159593.25,105760.513,SZ,0.7436,2.73,6.54,4.53,6.49,5.35,6.4,6.53
002096,南岭民爆,"Hunan Nanling Industrial Explosive Materials Co., Ltd.",0.85,0,3,1,False,5.9,5.91,5.82,5.91,5.86,0.05,1.54,13747.51,8085.206,SZ,0.3707,0.85,5.87,1.9,5.85,2.96,5.76,4.23
002097,山河智能,"Sunward Intelligent Equipment Co.,Ltd.",0.54,0,2,0,False,5.55,5.67,5.52,5.63,5.6,0.03,2.68,71449.14,40030.327,SZ,0.8322,1.45,5.56,2.74,5.55,2.93,5.53,0.54
002108,沧州明珠,"Cangzhou Mingzhu Plastic Co.,Ltd.",9.97,1,3,0,False,3.2,3.53,3.2,3.53,3.21,0.32,10.28,359026.28,123511.232,SZ,2.5321,6.46,3.31,11.01,3.27,9.97,3.23,6.65
002110,三钢闽光,"Sansteel Minguang Co.,Ltd.Fujian",6.09,0,10,2,False,8.65,9.1,8.65,9.06,8.54,0.52,5.27,710340.77,635774.8,SZ,3.2236,1.83,8.68,7.99,8.56,11.3,8.19,19.68
002114,罗平锌电,"Yunnan Luoping Zinc & Electricity Co., Ltd.",2.53,0,2,0,False,7.12,7.35,7.12,7.3,7.12,0.18,3.23,34529.1,25047.604,SZ,1.0678,1.59,7.17,1.67,7.17,2.24,7.04,5.64
002116,中国海诚,"China Haisum Engineering Co.,Ltd.",0.95,0,2,0,False,7.34,7.42,7.28,7.42,7.35,0.07,1.9,10237.64,7546.427,SZ,0.2463,1.16,7.37,0.82,7.37,2.49,7.33,0.13
002128,露天煤业,Huolinhe Opencut Coal Industry Corporation Limited of Inner Mongolia,3.52,0,3,1,False,8.26,8.52,8.25,8.52,8.23,0.29,3.28,288998.23,244502.958,SZ,1.7682,3.88,8.32,4.93,8.24,5.58,8.13,6.5
